,Código do Município,Município,Estado,Ano de Referência,Prestadores,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN039 - Despesa com esgoto exportado
391,"291600,00",Itanhém,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29160011] Prefeitura Municipal de Itanhém - PMI | [29160040] Prefeitura Municipal de Itanhém - PMI,5450.0,5450.0,81.0,1950.0,0.0,0.0,5550.0,5602.0,0.0
392,"291610,00",Itaparica,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,4115.0,4497.0,91.42,389.1,389.07,441.42,5134.0,11894.0,0.0
395,"291640,00",Itapetinga,BA,"2019,00",[29164011] Serviço Autônomo de Água e Esgoto - SAAE | [29164040] Prefeitura Municipal de Itapetinga - PMI,22160.0,23308.0,140.1,2381.5,503.09,3151.3,25668.0,67281.0,0.0
397,"291660,00",Itapitanga,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29166011] Prefeitura Municipal de Itapitanga - PMI | [29166040] Prefeitura Municipal de Itapitanga - PMI,2317.0,2317.0,200.0,195.0,0.0,0.0,2317.0,7670.0,0.0
399,"291680,00",Itarantim,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29168011] Prefeitura Municipal de Itarantim - PMI | [29168040] Prefeitura Municipal de Itarantim - JMRV,5331.0,,101.0,236.0,0.0,0.0,5646.0,16216.0,0.0
401,"291690,00",Itiruçu,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29169011] Prefeitura Municipal de Itiruçu - PMI | [29169040] Prefeitura Municipal de Itiruçu - PMI,2496.0,,12.0,249.6,0.0,0.0,2496.0,9438.0,0.0
402,"291700,00",Itiúba,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI,146.0,146.0,2.82,13.83,13.83,12.69,192.0,451.0,0.0
403,"291710,00",Itororó,BA,"2019,00",[29171011] Serviços Autônomos de Água e Esgotos - SAAE | [29171040] Prefeitura Municipal - PM,10609.0,10609.0,64.2,404.0,0.0,0.0,10609.0,18140.0,0.0
404,"291720,00",Ituaçu,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29172011] Prefeitura Municipal de Ituaçu - PMI | [29172040] Prefeitura Municipal de Ituaçu - PMI,1900.0,1900.0,6.5,200.0,0.0,0.0,1900.0,6270.0,0.0
405,"291730,00",Ituberá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,430.0,430.0,1.44,45.74,45.74,34.6,445.0,1309.0,0.0
406,"291733,00",Iuiú,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,1653.0,1717.0,26.21,153.38,153.38,179.8,1771.0,5311.0,0.0
408,"291740,00",Jacaraci,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29174011] Prefeitura Municipal de Jacaraci - PMJ | [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ,623.0,,4.6,238.0,0.0,0.0,637.0,1380.0,0.0
409,"291750,00",Jacobina,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29175040] Limpeza Pública de Jacobina - LIMPUJA,1871.0,2030.0,3.3,155.29,155.29,174.35,1967.0,5556.0,0.0
410,"291760,00",Jaguaquara,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,5533.0,5661.0,88.52,500.2,500.02,552.3,5960.0,17395.0,0.0
411,"291770,00",Jaguarari,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,3205.0,3572.0,19.4,332.4,332.4,386.96,3285.0,9732.0,0.0
414,"291800,00",Jequié,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,47775.0,50746.0,461.97,4855.08,4855.08,5522.87,54410.0,136173.0,0.0
415,"291810,00",Jeremoabo,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29181011] Prefeitura Municipal de Jeremoabo - PMJ,4950.0,,41.16,998.0,0.0,0.0,5150.0,18618.0,0.0
416,"291820,00",Jiquiriçá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29182040] Prefeitura Municipal de Jiquiriçá - PMJ,1384.0,1416.0,25.11,118.59,118.59,134.75,1506.0,4036.0,0.0
419,"291840,00",Juazeiro,BA,"2019,00",[29184011] Serviço Autônomo de Água e Esgoto de Juazeiro - SAAE | [29184040] Serviço de Água e Saneamento Ambiental - SAAE,58180.0,63139.0,444.0,6460.0,5679.0,5559.0,58902.0,175281.0,0.0
424,"291870,00",Lafaiete Coutinho,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29187011] Prefeitura Municipal de Lafaiete Coutinho - PMLC | [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC,1053.0,,10.0,78.0,0.0,0.0,1053.0,1620.0,0.0
426,"291880,00",Laje,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,1059.0,1105.0,8.25,105.57,105.57,115.18,1179.0,2961.0,0.0
427,"291890,00",Lajedão,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29189011] Prefeitura Municipal de Lajedão - PML | [29189040] Prefeitura Municipal de Lajedão - PML,220.0,,1.5,106.0,0.0,0.0,220.0,669.0,0.0
428,"291900,00",Lajedinho,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29190040] PREFEITURA MUNICIPAL DE LAJEDINHO - PML,213.0,213.0,1.46,14.23,14.23,17.66,223.0,631.0,0.0
432,"291920,00",Lauro de Freitas,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29192040] Secretaria de Serviços Públicos - SESP,20586.0,34521.0,140.56,4057.1,3974.46,3629.94,22284.0,95036.0,0.0
433,"291930,00",Lençóis,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29193040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA,1983.0,2044.0,12.8,187.16,187.16,226.99,2146.0,4960.0,0.0
436,"291955,00",Luís Eduardo Magalhães,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29195540] PREFEITURA MUNICIPAL - PMLEM,16056.0,21072.0,237.6,2004.1,2004.1,2238.24,17585.0,63893.0,0.0
439,"291980,00",Macaúbas,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29198011] Serviço Autônomo de Água e Esgoto - SAAE | [29198040] Prefeitura Municipal de Macaúbas - PMM,7320.0,7600.0,154.0,452.48,0.0,0.0,7600.0,13872.0,0.0
441,"291992,00",Madre de Deus,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5454.0,5798.0,71.51,517.96,517.96,595.18,5962.0,15880.0,0.0
450,"292060,00",Maragogipe,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29206040] Prefeitura Municipal de Maragogipe - PMM,4983.0,5063.0,34.68,444.89,444.89,479.8,5598.0,14669.0,0.0
453,"292090,00",Mascote,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29209011] Prefeitura Municipal de Mascote - PMM | [29209040] Prefeitura Municipal de Mascote - PMM,32.0,286.0,1.2,150.0,0.0,0.0,162.0,400.0,0.0
454,"292100,00",Mata de São João,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29210040] Secretaria de Obras e Serviços Públicos - SEOSP,7338.0,14102.0,103.31,1565.88,1565.88,1633.73,7812.0,22489.0,0.0
457,"292120,00",Miguel Calmon,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,1625.0,1630.0,19.2,119.59,119.45,149.93,1849.0,4321.0,0.0
459,"292140,00",Mirangaba,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29214040] Prefeitura Municipal de Mirangaba - PMM,983.0,996.0,17.0,94.89,94.89,92.47,986.0,2890.0,0.0
463,"292170,00",Morro do Chapéu,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5100.0,5244.0,67.2,443.13,443.13,515.43,5640.0,14704.0,0.0
466,"292200,00",Mucuri,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29220040] Prefeitura Municipal de Mucuri - PMM,4092.0,4190.0,59.59,563.55,563.55,373.75,4586.0,11322.0,0.0
470,"292225,00",Muquém de São Francisco,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,435.0,435.0,5.63,38.64,38.64,46.08,486.0,1330.0,0.0
471,"292230,00",Muritiba,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,4202.0,4291.0,78.69,372.45,372.45,428.27,4396.0,11752.0,0.0
472,"292240,00",Mutuípe,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29224040] PREFEITURA MUNICIPAL DE MUTUÍPE - PMM,3353.0,3614.0,28.96,305.92,305.92,348.14,3638.0,9359.0,0.0
474,"292260,00",Nilo Peçanha,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29226011] Prefeitura Municipal de Nilo Peçanha - PMNP | [29226040] Prefeitura Municipal de Nilo Peçanha - PMNP,3325.0,,29.0,310.0,0.0,0.0,3330.0,3320.0,0.0
476,"292270,00",Nova Canaã,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29227011] Prefeitura Municipal de Nova Canaã - PMNC | [29227040] Prefeitura Municipal de Nova Canaã - PMNC,25.0,,3.0,384.0,57.0,0.0,367.0,6090.0,0.0
482,"292300,00",Nova Viçosa,BA,"2019,00","[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29230040] Secretaria Municipal de Viação, Obras e Serviços Públicos - SMVOSP",564.0,564.0,3.41,63.5,63.5,52.65,600.0,1653.0,0.0
483,"292303,00",Novo Horizonte,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29230311] Prefeitura Municipal de Novo Horizonte - PMNH | [29230340] Prefeitura Municipal de Novo Horizonte - PMNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
484,"292305,00",Novo Triunfo,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29230511] Prefeitura Municipal de Novo Triunfo - PMNT | [29230540] PREFEITURA MUNICIPAL - PMNT,3725.0,,18.1,322.0,0.0,0.0,3800.0,6150.0,0.0
490,"292350,00",Palmeiras,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29235040] Prefeitura Municipal de Palmeiras - PMP,1327.0,1331.0,34.23,129.72,111.72,135.75,1459.0,3787.0,0.0
495,"292400,00",Paulo Afonso,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,12834.0,13504.0,148.16,1520.88,1520.88,1593.85,14042.0,38889.0,0.0
497,"292410,00",Pedrão,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29241011] Prefeitura Municipal de Pedrão - PMP | [29241040] Prefeitura Municipal de Pedrão - PMP,140.0,141.0,2.0,53.0,0.0,0.0,145.0,561.0,0.0
503,"292465,00",Pintadas,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29246511] Prefeitura Municipal de Pintadas - PMP | [29246540] Prefeitura Municipal de Pintadas - PMP,1660.0,1900.0,22.0,108.0,81.0,0.0,1760.0,5255.0,0.0
512,"292530,00",Porto Seguro,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29253040] Prefeitura Municipal de Porto Seguro - PMPS,30817.0,40381.0,345.35,4782.55,4782.55,4094.21,32653.0,102195.0,0.0
516,"292570,00",Presidente Jânio Quadros,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29257011] Prefeitura Municipal de Presidente Jânio Quadros - PMPJQ | [29257040] PRESIDENTE JÂNIO QUADROS PREFEITURA - PMPJQ,520.0,520.0,3.2,150.0,0.0,0.0,520.0,1925.0,47700.0
518,"292580,00",Queimadas,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29258011] Prefeitura Municipal de Queimadas - PMQ | [29258040] Prefeitura Municipal de Queimadas - PMQ,1300.0,,15.0,800.0,0.0,0.0,1500.0,11500.0,0.0
521,"292595,00",Rafael Jambeiro,BA,"2019,00","[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29259511] Prefeitura Municipal de Rafael Jambeiro - PMRJ | [29259540] Secretaria Municipal de Obras, Infraestrutura e Serviços Públicos - SMO",2050.0,2065.0,13.3,97.5,0.0,0.0,2050.0,5070.0,2325.0
522,"292600,00",Remanso,BA,"2019,00",[29260011] Serviço Autônomo de Água e Esgoto - SAAE | [29260040] PREFEITURA MUNICIPAL DE REMANSO - PMR,8416.0,8416.0,76.76,719.6,447.95,719.6,8416.0,21335.0,0.0
525,"292630,00",Riachão do Jacuípe,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29263040] Prefeitura Municipal de Riachão do Jacuipe - PMRJ,223.0,224.0,1.29,19.86,19.86,22.19,226.0,610.0,0.0
530,"292670,00",Rio de Contas,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,1119.0,1135.0,19.43,117.2,117.2,122.65,1193.0,3116.0,0.0
534,"292710,00",Rodelas,BA,"2019,00",[29271011] Prefeitura Municipal de Rodelas - PMR | [29271040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA,2300.0,2310.0,25.0,140.0,0.0,0.0,2310.0,7130.0,0.0
535,"292720,00",Ruy Barbosa,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,790.0,813.0,8.47,63.38,63.38,78.96,880.0,1798.0,0.0
537,"292740,00",Salvador,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29274040] Secretaria Municipal de Ordem Pública - SEMOP,526876.0,940478.0,4088.85,128009.58,125423.29,114543.55,579668.0,2277388.0,0.0
539,"292760,00",Santa Brígida,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29276040] PREFEITUTA MUNICIPAL DE SANTA BRIGIDA - PMSB,1871.0,1883.0,6.78,153.82,153.82,176.91,1957.0,5231.0,0.0
540,"292770,00",Santa Cruz Cabrália,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,4294.0,4662.0,33.98,552.25,552.25,532.44,4691.0,12103.0,0.0
542,"292790,00",Santa Inês,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29279040] PREFEITURA MUNICIPAL DE SANTA INES - PMSI,2448.0,2453.0,23.75,202.19,202.19,234.66,2819.0,6287.0,0.0
545,"292810,00",Santa Maria da Vitória,BA,"2019,00",[29281011] Serviço Autônomo de Água e Esgoto - SAAE | [29281040] Secretaria Municipal de Obras e Serviços Públicos - SMOSP,2969.0,2969.0,30.0,195.14,195.14,239.31,3475.0,13979.0,0.0
550,"292860,00",Santo Amaro,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29286040] Prefeitura Municipal de Santo Amaro - PMSA,8270.0,8842.0,71.91,804.38,804.38,906.35,8946.0,23523.0,0.0
551,"292870,00",Santo Antônio de Jesus,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29287040] PREFEITURA MUNICIPAL DE SANTO ANTONIO DE JESUS - PM SAJ,8728.0,9296.0,49.41,837.78,831.47,870.29,9212.0,25608.0,0.0
552,"292880,00",Santo Estêvão,BA,"2019,00","[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29288040] Secretaria de Obras, Serviços Públicos e Meio Ambiente - SEOBS",1804.0,1834.0,3.43,165.66,165.66,170.18,1896.0,5470.0,0.0
556,"292900,00",São Félix,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29290040] PREFEITURA MUNICIPAL DE SÃO FELIX - PMSF,2501.0,2558.0,31.99,238.6,238.6,246.72,2869.0,8174.0,0.0
558,"292920,00",São Francisco do Conde,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5074.0,5255.0,46.68,549.85,549.0,530.76,5588.0,14216.0,0.0
560,"292930,00",São Gonçalo dos Campos,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29293040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA,879.0,880.0,5.03,64.7,64.7,75.28,940.0,2740.0,0.0
564,"292950,00",São Sebastião do Passé,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,851.0,851.0,2.86,54.56,54.56,68.54,938.0,2406.0,0.0
571,"293010,00",Senhor do Bonfim,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29301040] Secretaria de Infraestrutura - seinfra,2068.0,2068.0,13.56,142.71,142.71,169.43,2198.0,6014.0,0.0
576,"293050,00",Serrinha,BA,"2019,00","[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29305040] SECRETARIA DE  DESENVOLVIMENTO URBANO , HABITAÇÃO E MEIO AMBIENTE - SEDHAM",3189.0,3204.0,18.99,269.64,269.64,288.33,3330.0,10766.0,0.0
577,"293060,00",Serrolândia,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29306011] Prefeitura Municipal de Serrolândia - PMS | [29306040] PREFEITURA MUNICIPAL DE SERROLANDIA - PMS,196.0,196.0,2.0,60.0,60.0,0.0,200.0,860.0,0.0
578,"293070,00",Simões Filho,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,14112.0,18284.0,76.82,1792.07,1755.59,1603.41,15333.0,49632.0,0.0
580,"293076,00",Sítio do Quinto,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29307611] Prefeitura Municipal de Sítio do Quinto - PMSQ,300.0,300.0,2.0,35.0,0.0,0.0,300.0,1200.0,0.0
581,"293077,00",Sobradinho,BA,"2019,00",[29307711] Empresa Municipal de Serviços de Água e Esgoto - EMSAE | [29307740] Prefeitura Municipal de Sobradinho - PMS,6244.0,6244.0,69.0,1090.0,0.0,818.0,7086.0,18977.0,0.0
583,"293090,00",Tabocas do Brejo Velho,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29309011] Prefeitura Municipal de Tabocas do Brejo Velho - PMTBV | [29309040] Prefeitura Municipal de Tabocas do Brejo Velho - PMTBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
584,"293100,00",Tanhaçu,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29310011] Prefeitura Municipal de Tanhaçu - PMT | [29310040] Prefeitura Municipal de Tanhaçu - PMT,2530.0,,25.0,185.0,0.0,0.0,5150.0,4000.0,0.0
587,"293120,00",Taperoá,BA,"2019,00",[29312011] Serviço Autônomo de Água e Esgotos - SAAE,3986.0,3986.0,33.91,447.0,0.0,0.0,3986.0,7025.0,0.0
588,"293130,00",Tapiramutá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29313011] Prefeitura Municipal de Tapiramutá - PMT | [29313040] Secretaria Municipal de Infraestrutura - SMI,3350.0,,13.5,317.5,0.0,0.0,3350.0,7350.0,0.0
589,"293135,00",Teixeira de Freitas,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29313540] DEPARTAMENTO DE SERVIÇOS URBANOS - DSU,24256.0,25887.0,248.64,2768.12,2768.12,2601.06,26474.0,71654.0,0.0
591,"293150,00",Teofilândia,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29315011] Prefeitura Municipal de Teofilândia - PMT | [29315040] Prefeitura Municipal de Teofilândia - PMT,2690.0,,26.0,100.0,0.0,0.0,3060.0,4350.0,0.0
595,"293190,00",Tucano,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,4457.0,4490.0,28.66,428.36,428.36,479.78,4857.0,12687.0,0.0
597,"293210,00",Ubaíra,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29321040] Prefeitura Municipal - UBAÍRA,2130.0,2162.0,19.3,184.01,184.01,194.76,2361.0,5478.0,0.0
602,"293250,00",Una,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29325040] Secretaria de Viação Obras e Transportes/Secretaria do Turismo e Meio Ambiente - SCVOT/STMA,791.0,796.0,10.36,79.72,79.72,77.32,856.0,2125.0,0.0
603,"293260,00",Urandi,BA,"2019,00",[29326011] Prefeitura Municipal de Urandi - PMU | [29326040] Prefeitura Municipal de Urandi - PMU,2150.0,,20.0,178.7,0.0,0.0,2200.0,4800.0,0.0
604,"293270,00",Uruçuca,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29327040] Prefeitura Municipal de Uruçuca - PMU,999.0,1074.0,23.86,102.61,102.61,102.18,1044.0,2801.0,0.0
606,"293290,00",Valença,BA,"2019,00",[29329011] Serviço Autônomo de Água e Esgoto - SAAE,17862.0,17862.0,110.05,2826.0,0.0,0.0,17862.0,58879.0,0.0
610,"293315,00",Várzea Nova,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,3484.0,3504.0,51.68,261.09,252.52,305.78,3706.0,8307.0,0.0
612,"293320,00",Vera Cruz,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5014.0,5684.0,263.89,412.43,412.43,536.21,5932.0,14489.0,0.0
614,"293330,00",Vitória da Conquista,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29333040] SECRETARIA DE SERVIÇOS PÚBLICOS - SESEP,88189.0,112773.0,777.59,10876.36,10876.36,11832.33,93278.0,305834.0,0.0
620,"230015,00",Acarape,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,1090.0,1099.0,16.32,88.6,88.6,117.08,2408.0,1542.0,0.0
621,"230020,00",Acaraú,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,1045.0,1064.0,21.53,103.16,103.16,134.37,2650.0,2485.0,0.0
622,"230030,00",Acopiara,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,1756.0,1799.0,23.81,124.57,124.57,194.9,3047.0,3488.0,0.0
624,"230050,00",Alcântaras,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE | [23005040] Prefeitura Municipal de Alcântaras - PMA,654.0,656.0,6.36,37.25,37.25,66.54,1203.0,1289.0,0.0
625,"230060,00",Altaneira,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,326.0,326.0,6.12,21.9,21.9,34.52,767.0,560.0,0.0
627,"230075,00",Amontada,CE,"2019,00",[23007511] Serviço Autônomo de Água e Esgoto - SAAE,225.0,225.0,2.14,75.0,0.0,75.0,225.0,787.0,0.0
630,"230100,00",Aquiraz,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE | [23010040] Secretaria de Infraestrutura e Recursos Hídricos - SEINFRA,3023.0,3613.0,37.53,319.2,319.2,414.7,4786.0,11349.0,0.0
631,"230110,00",Aracati,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,4485.0,4998.0,52.54,466.09,466.09,606.53,9161.0,10101.0,0.0
633,"230125,00",Ararendá,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE | [23012511] Prefeitura Municipal de Ararendá - PMA | [23012540] Prefeitura Municipal de Ararendá - PMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
635,"230140,00",Aratuba,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,430.0,433.0,3.38,28.22,28.22,44.4,669.0,840.0,0.0
638,"230170,00",Aurora,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE | [23017040] PREFEITURA MUNICIPAL DE AURORA - PMA,930.0,940.0,8.58,71.78,71.78,101.69,1752.0,1716.0,0.0
641,"230190,00",Barbalha,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,1884.0,1918.0,44.06,182.54,182.54,218.9,7787.0,4596.0,0.0
642,"230195,00",Barreira,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE,743.0,749.0,19.54,54.04,54.04,65.93,3294.0,1041.0,0.0
643,"230200,00",Barro,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE | [23020040] Prefeitura Municipal - PM,516.0,519.0,5.72,36.16,36.16,54.93,958.0,1112.0,0.0
644,"230205,00",Barroquinha,CE,"2019,00",[23044000] Companhia de Água e Esgoto do Ceará - CAGECE | [23020540] Secretaria Municipal de Infraestrutura e Serviços Públicos - SEINFRA,658.0,661.0,16.29,48.91,48.91,69.85,1403.0,1283.0,0.0
